province,region,zipcode,latitude,longitude
Ontario,Toronto,M1W2C5,43.796088,-79.305997
Ontario,Toronto,M1W2C6,43.790539,-79.302313
Ontario,Toronto,M1W2C7,43.793875,-79.303754
Ontario,Toronto,M1W2C8,43.799068,-79.305739
Ontario,Toronto,M1W2C9,43.801392,-79.318829
Ontario,Toronto,M1W2E1,43.805017,-79.314621
Ontario,Toronto,M1W2E2,43.805369,-79.31487
Ontario,Toronto,M1W2E3,43.804674,-79.313989
Ontario,Toronto,M1W2E4,43.804745,-79.313604
Ontario,Toronto,M1W2E5,43.805172,-79.312927
Ontario,Toronto,M1W2E6,43.805165,-79.313252
Ontario,Toronto,M1W2E7,43.805991,-79.31188
Ontario,Toronto,M1W2E8,43.806491,-79.311828
Ontario,Toronto,M1W2E9,43.806769,-79.310691
Ontario,Toronto,M1W2G1,43.804431,-79.310122
Ontario,Toronto,M1W2G2,43.804431,-79.310121
Ontario,Toronto,M1W2G3,43.804035,-79.313516
Ontario,Toronto,M1W2G4,43.805276,-79.312052
Ontario,Toronto,M1W2G5,43.803486,-79.314323
Ontario,Toronto,M1W2G6,43.805057,-79.31445
Ontario,Toronto,M1W2G7,43.807293,-79.315349
Ontario,Toronto,M1W2G8,43.795085,-79.31894
Ontario,Toronto,M1W2G9,43.796022,-79.307838
Ontario,Toronto,M1W2H1,43.795659,-79.326868
Ontario,Toronto,M1W2H2,43.80047,-79.333091
Ontario,Toronto,M1W2H3,43.804335,-79.314425
Ontario,Toronto,M1W2H4,43.804757,-79.314237
Ontario,Toronto,M1W2H5,43.788156,-79.312087
Ontario,Toronto,M1W2H6,43.793035,-79.317788
Ontario,Toronto,M1W2H7,43.792254,-79.31601
Ontario,Toronto,M1W2H8,43.794055,-79.312703
Ontario,Toronto,M1W2H9,43.801418,-79.332054
Ontario,Toronto,M1W2J1,43.796808,-79.330204
Ontario,Toronto,M1W2J2,43.797157,-79.330397
Ontario,Toronto,M1W2J3,43.80123,-79.331533
Ontario,Toronto,M1W2J4,43.796096,-79.30783
Ontario,Toronto,M1W2J5,43.803736,-79.314278
Ontario,Toronto,M1W2J6,43.804057,-79.335997
Ontario,Toronto,M1W2J7,43.797643,-79.312357
Ontario,Toronto,M1W2J8,43.799257,-79.312276
Ontario,Toronto,M1W2J9,43.799791,-79.30906
Ontario,Toronto,M1W2K1,43.801261,-79.316317
Ontario,Toronto,M1W2K2,43.790638,-79.324025
Ontario,Toronto,M1W2K3,43.793744,-79.323364
Ontario,Toronto,M1W2K5,43.801968,-79.313633
Ontario,Toronto,M1W2K6,43.800615,-79.332885
Ontario,Toronto,M1W2K7,43.799274,-79.331764
Ontario,Toronto,M1W2K8,43.801586,-79.330681
Ontario,Toronto,M1W2K9,43.80162,-79.330521
Ontario,Toronto,M1W2L1,43.798771,-79.312883
Ontario,Toronto,M1W2L2,43.792366,-79.31311
Ontario,Toronto,M1W2L3,43.800227,-79.314999
Ontario,Toronto,M1W2L4,43.801271,-79.315884
Ontario,Toronto,M1W2L5,43.801409,-79.315526
Ontario,Toronto,M1W2L6,43.786784,-79.311514
Ontario,Toronto,M1W2L7,43.780679,-79.324114
Ontario,Toronto,M1W2L8,43.804013,-79.330986
Ontario,Toronto,M1W2L9,43.798951,-79.312892
Ontario,Toronto,M1W2M1,43.796397,-79.307719
Ontario,Toronto,M1W2M2,43.792623,-79.316875
Ontario,Toronto,M1W2M3,43.793302,-79.316375
Ontario,Toronto,M1W2M4,43.795882,-79.31927
Ontario,Toronto,M1W2M5,43.79335,-79.316413
Ontario,Toronto,M1W2M6,43.793546,-79.316005
Ontario,Toronto,M1W2M7,43.796303,-79.327283
Ontario,Toronto,M1W2M8,43.795962,-79.329462
Ontario,Toronto,M1W2M9,43.797117,-79.330712
Ontario,Toronto,M1W2N1,43.797308,-79.330854
Ontario,Toronto,M1W2N2,43.795761,-79.329841
Ontario,Toronto,M1W2N3,43.796893,-79.330545
Ontario,Toronto,M1W2N4,43.799031,-79.332074
Ontario,Toronto,M1W2N5,43.798256,-79.332618
Ontario,Toronto,M1W2N6,43.798076,-79.333372
Ontario,Toronto,M1W2N7,43.795585,-79.326835
Ontario,Toronto,M1W2N8,43.796419,-79.325586
Ontario,Toronto,M1W2N9,43.796347,-79.325149
Ontario,Toronto,M1W2P1,43.796278,-79.324353
Ontario,Toronto,M1W2P2,43.793662,-79.323454
Ontario,Toronto,M1W2P3,43.810956,-79.337445
Ontario,Toronto,M1W2P4,43.81142,-79.335436
Ontario,Toronto,M1W2P5,43.791885,-79.302894
Ontario,Toronto,M1W2P6,43.795786,-79.304586
Ontario,Toronto,M1W2P7,43.808013,-79.332491
Ontario,Toronto,M1W2P8,43.808832,-79.332856
Ontario,Toronto,M1W2R1,43.784567,-79.325713
Ontario,Toronto,M1W2R2,43.783024,-79.32515
Ontario,Toronto,M1W2R3,43.782289,-79.321913
Ontario,Toronto,M1W2R4,43.781613,-79.321573
Ontario,Toronto,M1W2R5,43.79698,-79.314676
Ontario,Toronto,M1W2R6,43.796748,-79.31574
Ontario,Toronto,M1W2R7,43.79371,-79.316074
Ontario,Toronto,M1W2R8,43.794124,-79.331835
Ontario,Toronto,M1W2R9,43.796375,-79.317203
Ontario,Toronto,M1W2S1,43.797073,-79.314281
Ontario,Toronto,M1W2S2,43.797563,-79.312184
Ontario,Toronto,M1W2S4,43.802646,-79.308344
Ontario,Toronto,M1W2S5,43.796499,-79.326413
Ontario,Toronto,M1W2S6,43.801836,-79.335252
Ontario,Toronto,M1W2S7,43.810061,-79.333404
Ontario,Toronto,M1W2S8,43.801324,-79.318635
Ontario,Toronto,M1W2S9,43.799271,-79.319984
Ontario,Toronto,M1W2T1,43.796954,-79.319314
Ontario,Toronto,M1W2T2,43.783203,-79.325243
Ontario,Toronto,M1W2T3,43.793398,-79.331387
Ontario,Toronto,M1W2T4,43.79327,-79.331209
Ontario,Toronto,M1W2T5,43.784384,-79.326549
Ontario,Toronto,M1W2T6,43.811393,-79.334051
Ontario,Toronto,M1W2T7,43.811468,-79.334085
Ontario,Toronto,M1W2T8,43.812352,-79.334421
Ontario,Toronto,M1W2T9,43.795074,-79.311743
Ontario,Toronto,M1W2V1,43.795468,-79.311685
Ontario,Toronto,M1W2V2,43.799367,-79.313961
Ontario,Toronto,M1W2V3,43.795616,-79.313116
Ontario,Toronto,M1W2V4,43.796179,-79.31177
Ontario,Toronto,M1W2V5,43.79872,-79.312845
Ontario,Toronto,M1W2V6,43.801477,-79.318592
Ontario,Toronto,M1W2V7,43.807199,-79.331927
Ontario,Toronto,M1W2V8,43.806775,-79.330278
Ontario,Toronto,M1W2V9,43.809956,-79.326161
Ontario,Toronto,M1W2W1,43.809027,-79.326025
Ontario,Toronto,M1W2W2,43.808077,-79.325562
Ontario,Toronto,M1W2W3,43.807638,-79.325498
Ontario,Toronto,M1W2W4,43.806457,-79.32718
Ontario,Toronto,M1W2W5,43.806092,-79.328931
Ontario,Toronto,M1W2W6,43.807232,-79.325413
Ontario,Toronto,M1W2W7,43.80731,-79.325588
Ontario,Toronto,M1W2W8,43.809206,-79.324546
Ontario,Toronto,M1W2W9,43.809058,-79.325904
Ontario,Toronto,M1W2X1,43.806161,-79.329777
Ontario,Toronto,M1W2X2,43.806254,-79.329683
Ontario,Toronto,M1W2X3,43.807798,-79.325359
Ontario,Toronto,M1W2X4,43.805212,-79.326389
Ontario,Toronto,M1W2X5,43.805233,-79.326398
Ontario,Toronto,M1W2X6,43.806368,-79.32689
Ontario,Toronto,M1W2X7,43.805492,-79.327217
Ontario,Toronto,M1W2X8,43.795476,-79.313725
Ontario,Toronto,M1W2X9,43.796189,-79.329962
Ontario,Toronto,M1W2Y1,43.795848,-79.319412
Ontario,Toronto,M1W2Y2,43.806299,-79.327864
Ontario,Toronto,M1W2Y3,43.808223,-79.330399
Ontario,Toronto,M1W2Y4,43.801625,-79.317746
Ontario,Toronto,M1W2Y5,43.801679,-79.315076
Ontario,Toronto,M1W2Y6,43.79554,-79.31299
Ontario,Toronto,M1W2Y7,43.809607,-79.329653
Ontario,Toronto,M1W2Y8,43.815852,-79.33343
Ontario,Toronto,M1W2Y9,43.816606,-79.331059
Ontario,Toronto,M1W2Z1,43.815638,-79.335011
Ontario,Toronto,M1W2Z2,43.816349,-79.33342
Ontario,Toronto,M1W2Z3,43.816634,-79.331553
Ontario,Toronto,M1W2Z4,43.808502,-79.314387
Ontario,Toronto,M1W2Z5,43.808784,-79.316065
Ontario,Toronto,M1W2Z6,43.811769,-79.314224
Ontario,Toronto,M1W2Z7,43.810355,-79.330811
Ontario,Toronto,M1W2Z8,43.811263,-79.325407
Ontario,Toronto,M1W2Z9,43.804046,-79.314242
Ontario,Toronto,M1W3A1,43.810761,-79.312243
Ontario,Toronto,M1W3A2,43.809927,-79.313731
Ontario,Toronto,M1W3A3,43.810755,-79.312256
Ontario,Toronto,M1W3A4,43.810424,-79.313213
Ontario,Toronto,M1W3A5,43.809566,-79.314222
Ontario,Toronto,M1W3A6,43.807197,-79.331936
Ontario,Toronto,M1W3A7,43.810838,-79.331494
Ontario,Toronto,M1W3A8,43.810419,-79.331479
Ontario,Toronto,M1W3A9,43.810223,-79.330391
Ontario,Toronto,M1W3B1,43.813896,-79.331736
Ontario,Toronto,M1W3B2,43.813883,-79.331803
Ontario,Toronto,M1W3B3,43.814604,-79.332171
Ontario,Toronto,M1W3B4,43.814682,-79.332168
Ontario,Toronto,M1W3B5,43.812925,-79.332458
Ontario,Toronto,M1W3B6,43.812942,-79.332383
Ontario,Toronto,M1W3B7,43.815542,-79.334647
Ontario,Toronto,M1W3B8,43.810986,-79.31475
Ontario,Toronto,M1W3B9,43.811469,-79.314531
Ontario,Toronto,M1W3C1,43.810109,-79.31473
Ontario,Toronto,M1W3C2,43.81011,-79.314726
Ontario,Toronto,M1W3C3,43.811579,-79.31517
Ontario,Toronto,M1W3C4,43.811509,-79.314679
Ontario,Toronto,M1W3C5,43.813632,-79.314659
Ontario,Toronto,M1W3C6,43.813262,-79.315179
Ontario,Toronto,M1W3C7,43.812406,-79.331887
Ontario,Toronto,M1W3C8,43.813111,-79.33229
Ontario,Toronto,M1W3C9,43.81437,-79.333107
Ontario,Toronto,M1W3E1,43.80913,-79.330148
Ontario,Toronto,M1W3E2,43.811762,-79.333982
Ontario,Toronto,M1W3E3,43.813802,-79.314704
Ontario,Toronto,M1W3E4,43.812376,-79.33187
Ontario,Toronto,M1W3E5,43.813794,-79.332688
Ontario,Toronto,M1W3E6,43.800991,-79.316049
Ontario,Toronto,M1W3E7,43.80337,-79.310786
Ontario,Toronto,M1W3E8,43.811337,-79.336677
Ontario,Toronto,M1W3E9,43.812434,-79.313946
Ontario,Toronto,M1W3G1,43.80956,-79.31423
Ontario,Toronto,M1W3G2,43.811762,-79.333981
Ontario,Toronto,M1W3G4,43.81181,-79.326181
Ontario,Toronto,M1W3G5,43.800068,-79.306438
Ontario,Toronto,M1W3G6,43.811293,-79.331358
Ontario,Toronto,M1W3G7,43.80868,-79.317146
Ontario,Toronto,M1W3G8,43.808755,-79.318309
Ontario,Toronto,M1W3G9,43.809293,-79.318886
Ontario,Toronto,M1W3H1,43.809883,-79.319337
Ontario,Toronto,M1W3H2,43.810684,-79.319894
Ontario,Toronto,M1W3H3,43.811328,-79.320204
Ontario,Toronto,M1W3H4,43.811173,-79.320656
Ontario,Toronto,M1W3H5,43.81105,-79.321007
Ontario,Toronto,M1W3H6,43.809637,-79.319899
Ontario,Toronto,M1W3H7,43.80974,-79.319663
Ontario,Toronto,M1W3H8,43.807891,-79.317037
Ontario,Toronto,M1W3H9,43.807891,-79.317038
Ontario,Toronto,M1W3J1,43.807459,-79.316629
Ontario,Toronto,M1W3J2,43.807488,-79.316642
Ontario,Toronto,M1W3J3,43.808078,-79.316899
Ontario,Toronto,M1W3J4,43.812479,-79.312841
Ontario,Toronto,M1W3J5,43.800772,-79.329214
Ontario,Toronto,M1W3J6,43.808224,-79.33041
Ontario,Toronto,M1W3J7,43.810399,-79.33015
Ontario,Toronto,M1W3J8,43.807013,-79.332044
Ontario,Toronto,M1W3J9,43.810289,-79.314536
Ontario,Toronto,M1W3K1,43.808243,-79.324216
Ontario,Toronto,M1W3K2,43.813878,-79.314861
Ontario,Toronto,M1W3K3,43.804017,-79.309042
Ontario,Toronto,M1W3K4,43.816795,-79.336353
Ontario,Toronto,M1W3K5,43.804002,-79.336257
Ontario,Toronto,M1W3K6,43.809827,-79.338705
Ontario,Toronto,M1W3K7,43.781463,-79.321081
Ontario,Toronto,M1W3K8,43.814049,-79.315239
Ontario,Toronto,M1W3K9,43.81487,-79.316268
Ontario,Toronto,M1W3L1,43.814649,-79.316345
Ontario,Toronto,M1W3L2,43.815116,-79.316853
Ontario,Toronto,M1W3L3,43.800625,-79.306967
Ontario,Toronto,M1W3L4,43.815706,-79.316485
Ontario,Toronto,M1W3L5,43.817305,-79.317789
Ontario,Toronto,M1W3L6,43.815985,-79.324461
Ontario,Toronto,M1W3L7,43.809749,-79.314193
Ontario,Toronto,M1W3L8,43.801188,-79.310999
Ontario,Toronto,M1W3L9,43.799751,-79.31041
Ontario,Toronto,M1W3M1,43.817414,-79.320513
Ontario,Toronto,M1W3M2,43.817346,-79.321969
Ontario,Toronto,M1W3M3,43.810822,-79.325664
Ontario,Toronto,M1W3M4,43.816782,-79.322177
Ontario,Toronto,M1W3M5,43.816925,-79.32234
Ontario,Toronto,M1W3M6,43.817498,-79.322283
Ontario,Toronto,M1W3M7,43.818226,-79.322213
Ontario,Toronto,M1W3M8,43.818609,-79.31879
Ontario,Toronto,M1W3M9,43.816509,-79.317605
Ontario,Toronto,M1W3N1,43.817373,-79.322527
Ontario,Toronto,M1W3N2,43.818562,-79.32344
Ontario,Toronto,M1W3N3,43.817899,-79.326488
Ontario,Toronto,M1W3N4,43.818465,-79.3266
Ontario,Toronto,M1W3N5,43.818746,-79.321037
Ontario,Toronto,M1W3N6,43.81807,-79.322037
Ontario,Toronto,M1W3N7,43.798304,-79.308941
Ontario,Toronto,M1W3N8,43.819896,-79.318583
Ontario,Toronto,M1W3N9,43.818017,-79.317567
Ontario,Toronto,M1W3P6,43.799493,-79.314407
Ontario,Toronto,M1W3P7,43.796141,-79.317895
Ontario,Toronto,M1W3P8,43.81941,-79.32173
Ontario,Toronto,M1W3P9,43.819866,-79.31993
Ontario,Toronto,M1W3R1,43.817166,-79.330064
Ontario,Toronto,M1W3R2,43.81699,-79.329586
Ontario,Toronto,M1W3R3,43.813808,-79.327034
Ontario,Toronto,M1W3R4,43.817012,-79.329596
Ontario,Toronto,M1W3R5,43.816872,-79.329263
Ontario,Toronto,M1W3R6,43.816467,-79.328528
Ontario,Toronto,M1W3R7,43.816663,-79.32853
Ontario,Toronto,M1W3R8,43.816761,-79.330442
Ontario,Toronto,M1W3R9,43.817063,-79.327502
Ontario,Toronto,M1W3S1,43.818187,-79.327794
Ontario,Toronto,M1W3S2,43.802465,-79.335427
Ontario,Toronto,M1W3S3,43.808878,-79.338304
Ontario,Toronto,M1W3S4,43.795936,-79.31002
Ontario,Toronto,M1W3S5,43.795644,-79.311439
Ontario,Toronto,M1W3S6,43.796864,-79.311924
Ontario,Toronto,M1W3S7,43.797018,-79.312103
Ontario,Toronto,M1W3S8,43.811239,-79.32542
Ontario,Toronto,M1W3S9,43.810784,-79.325466
Ontario,Toronto,M1W3T1,43.810558,-79.327032
Ontario,Toronto,M1W3T2,43.810564,-79.327029
Ontario,Toronto,M1W3T3,43.810658,-79.327104
Ontario,Toronto,M1W3T4,43.819986,-79.32277
Ontario,Toronto,M1W3T5,43.817082,-79.326341
Ontario,Toronto,M1W3T6,43.812384,-79.32163
Ontario,Toronto,M1W3T7,43.811128,-79.327061
Ontario,Toronto,M1W3T8,43.819121,-79.318035
Ontario,Toronto,M1W3T9,43.818168,-79.317408
Ontario,Toronto,M1W3V1,43.817431,-79.317508
Ontario,Toronto,M1W3V2,43.817438,-79.317551
Ontario,Toronto,M1W3V3,43.811757,-79.321444
Ontario,Toronto,M1W3V4,43.813495,-79.326896
Ontario,Toronto,M1W3V5,43.811776,-79.322543
Ontario,Toronto,M1W3V6,43.796315,-79.311845
Ontario,Toronto,M1W3V7,43.812389,-79.326436
Ontario,Toronto,M1W3V8,43.801769,-79.329674
Ontario,Toronto,M1W3W1,43.81321,-79.326696
Ontario,Toronto,M1W3W2,43.815373,-79.327147
Ontario,Toronto,M1W3W3,43.800625,-79.306967
Ontario,Toronto,M1W3W4,43.816843,-79.325621
Ontario,Toronto,M1W3W5,43.815753,-79.326933
Ontario,Toronto,M1W3W6,43.804049,-79.336036
Ontario,Toronto,M1W3W7,43.754268,-79.449001
Ontario,Toronto,M1W3W8,43.754268,-79.449001
Ontario,Toronto,M1W3X1,43.815762,-79.328412
Ontario,Toronto,M1W3X3,43.816221,-79.323522
Ontario,Toronto,M1W3X4,43.812437,-79.321598
Ontario,Toronto,M1W3X6,43.81646,-79.328599
Ontario,Toronto,M1W3X7,43.816691,-79.326172
Ontario,Toronto,M1W3X8,43.811522,-79.325789
Ontario,Toronto,M1W3X9,43.811864,-79.32258
Ontario,Toronto,M1W3Y1,43.8132,-79.321391
Ontario,Toronto,M1W3Y3,43.803904,-79.336211
Ontario,Toronto,M1W3Y5,43.816113,-79.325757
Ontario,Toronto,M1W3Y6,43.810587,-79.339026
Ontario,Toronto,M1W3Y8,43.778258,-79.317354
Ontario,Toronto,M1W3Y9,43.778259,-79.317354
Ontario,Toronto,M1W3Z1,43.794751,-79.327814
Ontario,Toronto,M1W3Z2,43.794752,-79.327814
Ontario,Toronto,M1W3Z3,43.816661,-79.336354
Ontario,Toronto,M1W3Z4,43.806301,-79.33716
Ontario,Toronto,M1W3Z5,43.809194,-79.338438
Ontario,Toronto,M1W3Z6,43.796513,-79.315786
Ontario,Toronto,M1W3Z7,43.792731,-79.319077
Ontario,Toronto,M1W3Z8,43.79273,-79.319077
Ontario,Toronto,M1W3Z9,43.788702,-79.317058
Ontario,Toronto,M1W4A1,43.788701,-79.317057
Ontario,Toronto,M1W4A2,43.785998,-79.315896
Ontario,Toronto,M1W4A3,43.784607,-79.315298
Ontario,Toronto,M1W4A4,43.797167,-79.320841
Ontario,Toronto,M1W4A5,43.79709,-79.320895
Ontario,Toronto,M1W4A6,43.79931,-79.323602
Ontario,Toronto,M1W4A7,43.799248,-79.322286
Ontario,Toronto,M1W4A8,43.799246,-79.322287
Ontario,Toronto,M1W4A9,43.802389,-79.32342
Ontario,Toronto,M1W4B1,43.80237,-79.323361
Ontario,Toronto,M1W4B2,43.802761,-79.32312
Ontario,Toronto,M1W4B3,43.803077,-79.323152
Ontario,Toronto,M1W4B4,43.803077,-79.323153
Ontario,Toronto,M1W4B5,43.803149,-79.323021
Ontario,Toronto,M1W4B6,43.78503,-79.312934
Ontario,Toronto,M1W4B7,43.804242,-79.334322
Ontario,Toronto,M1W4B9,43.790385,-79.313052
Ontario,Toronto,M1W4C1,43.79584,-79.319447
Ontario,Toronto,M1X0A1,43.815793,-79.238456
Ontario,Toronto,M1X0A2,43.832463,-79.205622
Ontario,Toronto,M1X0A3,43.83,-79.234235
Ontario,Toronto,M1X0A4,43.836125,-79.205636
Ontario,Toronto,M1X0A5,43.836196,-79.250665
Ontario,Toronto,M1X0A6,43.836637,-79.249872
Ontario,Toronto,M1X0A7,43.836309,-79.24952
Ontario,Toronto,M1X0A8,43.859867,-79.172842
Ontario,Toronto,M1X0A9,43.84012,-79.233661
Ontario,Toronto,M1X0B1,43.840241,-79.232691
Ontario,Toronto,M1X0B2,43.840826,-79.231873
Ontario,Toronto,M1X0B3,43.819964,-79.232956
Ontario,Toronto,M1X0B4,43.831513,-79.233876
Ontario,Toronto,M1X0B5,43.811453,-79.25662
Ontario,Toronto,M1X0B6,43.826304,-79.221658
Ontario,Toronto,M1X0B7,43.821744,-79.264475
Ontario,Toronto,M1X0B8,43.824066,-79.278512
Ontario,Toronto,M1X0B9,43.82539,-79.247787
Ontario,Toronto,M1X0C1,43.826115,-79.23571
Ontario,Toronto,M1X0C2,43.801572,-79.239663
Ontario,Toronto,M1X0C3,43.793671,-79.23854
Ontario,Toronto,M1X0C4,43.779526,-79.231607
Ontario,Toronto,M1X0C5,43.83863,-79.231387
Ontario,Toronto,M1X0C6,43.833578,-79.236763
Ontario,Toronto,M1X0C7,43.825829,-79.243153
Ontario,Toronto,M1X0C8,43.834905,-79.251172
Ontario,Toronto,M1X0C9,43.818952,-79.222816
Ontario,Toronto,M1X0E4,43.819786,-79.221003
Ontario,Toronto,M1X1A1,43.825567,-79.242943
Ontario,Toronto,M1X1A2,43.814065,-79.237029
Ontario,Toronto,M1X1A3,43.817275,-79.239365
Ontario,Toronto,M1X1A4,43.818521,-79.239885
Ontario,Toronto,M1X1A5,43.820043,-79.235566
Ontario,Toronto,M1X1A6,43.818834,-79.232882
Ontario,Toronto,M1X1A7,43.816387,-79.231876
Ontario,Toronto,M1X1A8,43.819838,-79.233295
Ontario,Toronto,M1X1A9,43.818508,-79.232748
Ontario,Toronto,M1X1B1,43.819101,-79.232992
Ontario,Toronto,M1X1B2,43.819583,-79.233184
Ontario,Toronto,M1X1B3,43.819826,-79.233284
Ontario,Toronto,M1X1B4,43.81735,-79.232273
Ontario,Toronto,M1X1B5,43.818241,-79.232639
Ontario,Toronto,M1X1B6,43.818398,-79.239277
Ontario,Toronto,M1X1B7,43.818862,-79.237287
Ontario,Toronto,M1X1B8,43.817828,-79.239595
Ontario,Toronto,M1X1B9,43.819795,-79.235469
Ontario,Toronto,M1X1C1,43.817433,-79.232307
Ontario,Toronto,M1X1C2,43.817631,-79.236802
Ontario,Toronto,M1X1C3,43.819874,-79.240469
Ontario,Toronto,M1X1C5,43.818714,-79.238593
Ontario,Toronto,M1X1C6,43.81514,-79.237578
Ontario,Toronto,M1X1C8,43.831191,-79.247911
Ontario,Toronto,M1X1C9,43.818052,-79.236968
Ontario,Toronto,M1X1E1,43.818893,-79.237299
Ontario,Toronto,M1X1E2,43.81721,-79.236636
Ontario,Toronto,M1X1E3,43.819996,-79.23336
Ontario,Toronto,M1X1E4,43.820537,-79.237874
Ontario,Toronto,M1X1E6,43.822042,-79.247498
Ontario,Toronto,M1X1E7,43.826519,-79.24336
Ontario,Toronto,M1X1E8,43.827761,-79.243902
Ontario,Toronto,M1X1E9,43.829004,-79.244444
Ontario,Toronto,M1X1G2,43.828028,-79.24757
Ontario,Toronto,M1X1G4,43.824897,-79.246188
Ontario,Toronto,M1X1G5,43.825349,-79.246382
Ontario,Toronto,M1X1G6,43.822616,-79.202943
Ontario,Toronto,M1X1G7,43.822743,-79.203474
Ontario,Toronto,M1X1G8,43.822945,-79.203566
Ontario,Toronto,M1X1G9,43.823065,-79.203621
Ontario,Toronto,M1X1H1,43.822856,-79.203525
Ontario,Toronto,M1X1H2,43.823546,-79.203681
Ontario,Toronto,M1X1H3,43.820003,-79.211676
Ontario,Toronto,M1X1H4,43.819946,-79.2116
Ontario,Toronto,M1X1H5,43.82002,-79.211698
Ontario,Toronto,M1X1H6,43.8206,-79.210385
Ontario,Toronto,M1X1H7,43.820345,-79.210176
Ontario,Toronto,M1X1H8,43.820191,-79.210086
Ontario,Toronto,M1X1H9,43.821615,-79.210096
Ontario,Toronto,M1X1J1,43.82211,-79.210947
Ontario,Toronto,M1X1J2,43.821886,-79.210443
Ontario,Toronto,M1X1J3,43.823929,-79.211102
Ontario,Toronto,M1X1J4,43.822538,-79.209665
Ontario,Toronto,M1X1J5,43.82228,-79.209295
Ontario,Toronto,M1X1J6,43.821688,-79.209997
Ontario,Toronto,M1X1J7,43.821729,-79.209941
Ontario,Toronto,M1X1J8,43.823969,-79.210786
Ontario,Toronto,M1X1J9,43.823358,-79.209292
Ontario,Toronto,M1X1K1,43.823971,-79.210797
Ontario,Toronto,M1X1K2,43.823025,-79.208523
Ontario,Toronto,M1X1K3,43.822304,-79.206928
Ontario,Toronto,M1X1K4,43.822355,-79.207056
Ontario,Toronto,M1X1K5,43.821113,-79.20635
Ontario,Toronto,M1X1K6,43.821245,-79.206262
Ontario,Toronto,M1X1K7,43.822714,-79.205339
Ontario,Toronto,M1X1K8,43.82159,-79.20523
Ontario,Toronto,M1X1K9,43.821692,-79.20528
Ontario,Toronto,M1X1L1,43.822342,-79.204553
Ontario,Toronto,M1X1L2,43.821742,-79.204146
Ontario,Toronto,M1X1L3,43.823452,-79.204337
Ontario,Toronto,M1X1L4,43.819723,-79.24527
Ontario,Toronto,M1X1L5,43.820544,-79.245627
Ontario,Toronto,M1X1L6,43.828476,-79.249096
Ontario,Toronto,M1X1L7,43.828694,-79.249192
Ontario,Toronto,M1X1L8,43.828912,-79.249288
Ontario,Toronto,M1X1L9,43.82913,-79.249383
Ontario,Toronto,M1X1M1,43.828369,-79.247652
Ontario,Toronto,M1X1M2,43.828268,-79.247676
Ontario,Toronto,M1X1M3,43.827001,-79.247219
Ontario,Toronto,M1X1M4,43.815787,-79.243559
Ontario,Toronto,M1X1M5,43.831545,-79.245638
Ontario,Toronto,M1X1M8,43.833413,-79.251281
Ontario,Toronto,M1X1M9,43.827787,-79.247464
Ontario,Toronto,M1X1N3,43.825137,-79.246294
Ontario,Toronto,M1X1N4,43.81993,-79.240493
Ontario,Toronto,M1X1N5,43.83819,-79.244373
Ontario,Toronto,M1X1N6,43.840831,-79.233259
Ontario,Toronto,M1X1N7,43.845788,-79.211172
Ontario,Toronto,M1X1N8,43.848517,-79.199263
Ontario,Toronto,M1X1N9,43.84979,-79.193959
Ontario,Toronto,M1X1P1,43.851574,-79.186575
Ontario,Toronto,M1X1P2,43.854886,-79.172741
Ontario,Toronto,M1X1P3,43.834749,-79.160909
Ontario,Toronto,M1X1P4,43.843164,-79.164679
Ontario,Toronto,M1X1P5,43.831681,-79.170358
Ontario,Toronto,M1X1P6,43.829912,-79.16957
Ontario,Toronto,M1X1P7,43.838642,-79.173491
Ontario,Toronto,M1X1P8,43.84488,-79.186849
Ontario,Toronto,M1X1P9,43.84168,-79.174858
Ontario,Toronto,M1X1R1,43.836222,-79.182448
Ontario,Toronto,M1X1R2,43.834609,-79.182441
Ontario,Toronto,M1X1R3,43.834531,-79.182405
Ontario,Toronto,M1X1R4,43.825905,-79.18922
Ontario,Toronto,M1X1R5,43.827578,-79.18998
Ontario,Toronto,M1X1R6,43.82898,-79.190618
Ontario,Toronto,M1X1R7,43.825931,-79.189231
Ontario,Toronto,M1X1R8,43.825471,-79.199508
Ontario,Toronto,M1X1R9,43.826123,-79.199372
Ontario,Toronto,M1X1S1,43.826335,-79.1993
Ontario,Toronto,M1X1S2,43.84493,-79.187019
Ontario,Toronto,M1X1S3,43.816403,-79.227711
Ontario,Toronto,M1X1S4,43.821518,-79.213138
Ontario,Toronto,M1X1S5,43.822992,-79.213422
Ontario,Toronto,M1X1S6,43.823814,-79.211207
Ontario,Toronto,M1X1S7,43.823947,-79.211068
Ontario,Toronto,M1X1S8,43.834477,-79.250617
Ontario,Toronto,M1X1S9,43.829082,-79.244494
Ontario,Toronto,M1X1T1,43.816913,-79.227871
Ontario,Toronto,M1X1T2,43.822769,-79.213699
Ontario,Toronto,M1X1T3,43.821859,-79.214248
Ontario,Toronto,M1X1T4,43.824797,-79.213661
Ontario,Toronto,M1X1T5,43.825365,-79.215525
Ontario,Toronto,M1X1T6,43.824232,-79.215372
Ontario,Toronto,M1X1T7,43.823003,-79.218131
Ontario,Toronto,M1X1T8,43.824302,-79.215299
Ontario,Toronto,M1X1T9,43.823464,-79.21617
Ontario,Toronto,M1X1V1,43.822669,-79.217578
Ontario,Toronto,M1X1V2,43.824957,-79.218605
Ontario,Toronto,M1X1V3,43.824947,-79.218339
Ontario,Toronto,M1X1V4,43.826976,-79.221987
